"Curve","USDA_Species_Code","CO2frac","Sample_Date","Year","Sample_ID","Replicate","QC","Tleaf","Photo","Ci","CO2S","VpdA","RH_S","Tair","PARi","Press","Cond","BLCond","Trmmol","FTime","Ebal","VpdL","CTleaf","Area","BLC_1","StmRat","TBlk","CO2R","H2OR","H2OS","RH_R","Flow","PARo","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R_W_m2","Tl_minus_Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","CndCO2","Ci_Pa","Ci_Ca","RHsfc","C2sfc","AHs_Cs"
42,"SAPU15",7,20120808,2012,568,-9999,NA,10.10546207,9.724031502,132.8816094,192.7872009,0.341790932,76.39878082,7.510669708,2000.640137,100.8869858,0.27145949,-9999,-9999,-9999,-9999,0.445498013,-9999,2,-9999,-9999,-9999,199.4328766,-9999,-9999,69.04244995,-9999,38.99108505,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.689265723,-9999,-9999,-9999
42,"SAPU15",8,20120808,2012,568,-9999,NA,10.07037926,14.41292193,201.9039472,289.6384583,0.342990576,76.17948914,7.493737221,2000.734863,100.8850098,0.274987041,-9999,-9999,-9999,-9999,0.445785672,-9999,2,-9999,-9999,-9999,299.494873,-9999,-9999,68.71944427,-9999,37.24131012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.697089566,-9999,-9999,-9999
42,"SAPU15",9,20120808,2012,568,-9999,NA,10.0974192625,17.49840632,281.51923695,387.341239925,0.34579908675,75.983455655,7.5131851435,2000.311371,100.8867111,0.27755262875,-9999,-9999,-9999,-9999,0.44905164675,-9999,2,-9999,-9999,-9999,399.341094975,-9999,-9999,68.348077775,-9999,39.12702656,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.72679238625,-9999,-9999,-9999
42,"SAPU15",10,20120808,2012,568,-9999,NA,10.1147089,19.03074266,375.8251438,486.1079102,0.335139567,77.04837799,7.526594639,2000.751343,100.8825226,0.291489861,-9999,-9999,-9999,-9999,0.438646563,-9999,2,-9999,-9999,-9999,499.2203979,-9999,-9999,69.29917145,-9999,38.51034164,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.773131101,-9999,-9999,-9999
42,"SAPU15",11,20120808,2012,568,-9999,NA,10.1104393,19.83858723,566.3609318,685.3363647,0.336236835,76.92559814,7.527574539,2000.660889,100.882019,0.284268142,-9999,-9999,-9999,-9999,0.4395157,-9999,2,-9999,-9999,-9999,699.1417236,-9999,-9999,69.3449173,-9999,38.03969574,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.826398483,-9999,-9999,-9999
42,"SAPU15",12,20120808,2012,568,-9999,NA,10.1475172,20.35559603,860.3772291,986.0977173,0.335456362,77.10887909,7.545078754,2000.502686,100.884285,0.280183838,-9999,-9999,-9999,-9999,0.439716853,-9999,2,-9999,-9999,-9999,1000.481812,-9999,-9999,69.63938904,-9999,41.37075424,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.872507069,-9999,-9999,-9999
42,"SAPU15",13,20120808,2012,568,-9999,NA,10.13025665,23.14615975,1234.525365,1382.157349,0.334182516,77.19374847,7.528267384,2000.220947,100.8824844,0.274187108,-9999,-9999,-9999,-9999,0.438319156,-9999,2,-9999,-9999,-9999,1398.695801,-9999,-9999,69.89446259,-9999,41.21774292,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.893187281,-9999,-9999,-9999
42,"SAPU15",15,20120808,2012,568,-9999,NA,10.102938655,23.74447759,1725.7539075,1881.365234,0.331323294,77.390216825,7.512695551,2000.1748655,100.88513565,0.27214832,-9999,-9999,-9999,-9999,0.434840008,-9999,2,-9999,-9999,-9999,1898.6698,-9999,-9999,70.19631958,-9999,40.51212311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9171377925,-9999,-9999,-9999
43,"PEFR5",2,20120808,2012,569,-9999,NA,10.10235977,1.079101643,39.44210114,48.4982605,0.320784896,78.09721375,7.695903778,2000.125,100.9186783,0.209415998,-9999,-9999,-9999,-9999,0.417212778,-9999,6,-9999,-9999,-9999,50.17766953,-9999,-9999,66.69690704,-9999,6.880896568,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.813268368,-9999,-9999,-9999
43,"PEFR5",4,20120808,2012,569,-9999,NA,10.1235981,3.124376682,70.39983311,95.68222809,0.31966854,78.26202393,7.707262039,2000.381836,100.9214096,0.215226743,-9999,-9999,-9999,-9999,0.416600164,-9999,6,-9999,-9999,-9999,100.4926376,-9999,-9999,66.59364319,-9999,7.280232906,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.735767075,-9999,-9999,-9999
43,"PEFR5",7,20120808,2012,569,-9999,NA,10.06935215,7.280430996,131.2577953,188.0534668,0.315260998,78.50153351,7.695765018,2001.251831,100.9208374,0.222960632,-9999,-9999,-9999,-9999,0.410231756,-9999,6,-9999,-9999,-9999,199.2233429,-9999,-9999,66.61943817,-9999,7.721451283,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.697981258,-9999,-9999,-9999
43,"PEFR5",8,20120808,2012,569,-9999,NA,10.07748985,11.08408228,197.8574361,282.6606445,0.312388185,78.80099487,7.697910309,2000.850952,100.9190903,0.227645349,-9999,-9999,-9999,-9999,0.407636256,-9999,6,-9999,-9999,-9999,299.6660461,-9999,-9999,66.76727295,-9999,7.663284779,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.699982258,-9999,-9999,-9999
43,"PEFR5",9,20120808,2012,569,-9999,NA,10.04681746,13.1835386766667,272.012235633333,379.349802666667,0.321545968666667,77.8531773866667,7.67703199366667,2000.33243833333,100.915697733333,0.21357882,-9999,-9999,-9999,-9999,0.416243686666667,-9999,6,-9999,-9999,-9999,399.6124471,-9999,-9999,66.2587509166667,-9999,7.370651563,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.717045616,-9999,-9999,-9999
43,"PEFR5",10,20120808,2012,569,-9999,NA,9.987612724,14.82926283,351.5645538,477.3516235,0.323600655,77.48451996,7.651835442,2000.510742,100.9204254,0.204727912,-9999,-9999,-9999,-9999,0.416658516,-9999,6,-9999,-9999,-9999,500.1846313,-9999,-9999,66.35488129,-9999,6.687952995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7364897,-9999,-9999,-9999
43,"PEFR5",11,20120808,2012,569,-9999,NA,9.984891891,16.67279773,530.5570653,673.0046997,0.327524594,77.09947205,7.653272152,2000.348022,100.9166336,0.204587086,-9999,-9999,-9999,-9999,0.420407501,-9999,6,-9999,-9999,-9999,698.8462524,-9999,-9999,65.82685089,-9999,6.834896088,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.788340803,-9999,-9999,-9999
43,"PEFR5",12,20120808,2012,569,-9999,NA,9.974774361,17.6529785,820.0523195,972.7189331,0.328613042,76.95800018,7.652377129,2000.265625,100.9160919,0.204429689,-9999,-9999,-9999,-9999,0.421085594,-9999,6,-9999,-9999,-9999,1000.393433,-9999,-9999,65.6735611,-9999,6.916876316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.843051668,-9999,-9999,-9999
43,"PEFR5",13,20120808,2012,569,-9999,NA,10.01120567,19.08370232,1199.19591,1368.821655,0.330923151,76.84783936,7.668569565,2000.054688,100.9155273,0.201178592,-9999,-9999,-9999,-9999,0.424375489,-9999,6,-9999,-9999,-9999,1399.111938,-9999,-9999,65.6529007,-9999,7.319531441,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.876079002,-9999,-9999,-9999
43,"PEFR5",15,20120808,2012,569,-9999,NA,10.004614351,19.32620934,1691.6447075,1867.9803465,0.3311982745,76.80097198,7.664554596,1999.931213,100.9181175,0.199463254,-9999,-9999,-9999,-9999,0.4245149595,-9999,6,-9999,-9999,-9999,1899.2144165,-9999,-9999,65.692623135,-9999,7.721957207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.905397744,-9999,-9999,-9999
44,"SAPU15",2,20120808,2012,570,-9999,NA,9.853570938,0.512289361,46.00318519,50.02843857,0.341267524,75.56565857,7.482670784,2000.353882,100.8741226,0.226658972,-9999,-9999,-9999,-9999,0.434928251,-9999,2,-9999,-9999,-9999,50.40275574,-9999,-9999,69.5335083,-9999,37.39302826,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.919540695,-9999,-9999,-9999
44,"SAPU15",4,20120808,2012,570,-9999,NA,9.880280495,2.633597682,77.07025361,97.84298706,0.341897996,75.58364105,7.495592117,2000.338745,100.8781815,0.213083757,-9999,-9999,-9999,-9999,0.436233771,-9999,2,-9999,-9999,-9999,99.66140747,-9999,-9999,69.88989258,-9999,39.17747498,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.78769318,-9999,-9999,-9999
44,"SAPU15",7,20120808,2012,570,-9999,NA,9.89561367,6.510073544,144.7532993,195.1571045,0.34200562,75.60390472,7.512586594,2000.250122,100.8818893,0.215835398,-9999,-9999,-9999,-9999,0.436363795,-9999,2,-9999,-9999,-9999,199.624649,-9999,-9999,69.84381104,-9999,40.23129272,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.741727029,-9999,-9999,-9999
44,"SAPU15",8,20120808,2012,570,-9999,NA,9.857819557,9.884566608,216.158679,292.9440002,0.341960635,75.48812866,7.499839306,2000.02002,100.8817673,0.215001905,-9999,-9999,-9999,-9999,0.43515215,-9999,2,-9999,-9999,-9999,299.7243652,-9999,-9999,69.76152039,-9999,39.94514847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.73788396,-9999,-9999,-9999
44,"SAPU15",9,20120808,2012,570,-9999,NA,9.85478242233333,11.7351836233333,301.681561166667,391.587249766667,0.343194541666667,75.35904948,7.49980290733333,2000.12972,100.880157466667,0.218762898,-9999,-9999,-9999,-9999,0.436255012333333,-9999,2,-9999,-9999,-9999,399.668070466667,-9999,-9999,69.5205688466667,-9999,35.4388090766667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.770387860333333,-9999,-9999,-9999
44,"SAPU15",10,20120808,2012,570,-9999,NA,9.82033062,14.11505505,380.6134509,489.7192688,0.343384575,75.24591064,7.478850842,2000.210815,100.8745956,0.217162092,-9999,-9999,-9999,-9999,0.435740636,-9999,2,-9999,-9999,-9999,499.4490967,-9999,-9999,69.44655609,-9999,35.42751694,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.777207423,-9999,-9999,-9999
44,"SAPU15",11,20120808,2012,570,-9999,NA,9.769353867,15.29758281,570.8070324,689.0041504,0.341879199,75.21723175,7.470484734,2000.54541,100.8742676,0.219334144,-9999,-9999,-9999,-9999,0.432337119,-9999,2,-9999,-9999,-9999,699.6452637,-9999,-9999,69.4045639,-9999,34.87672043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.828452241,-9999,-9999,-9999
44,"SAPU15",12,20120808,2012,570,-9999,NA,9.79202652,16.07916323,860.9315134,988.6939697,0.343262756,75.1595459,7.475695133,2000.631958,100.8768845,0.21623582,-9999,-9999,-9999,-9999,0.434507177,-9999,2,-9999,-9999,-9999,1000.038635,-9999,-9999,69.39853668,-9999,33.72626114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.870776539,-9999,-9999,-9999
44,"SAPU15",13,20120808,2012,570,-9999,NA,9.743227959,18.55314821,1236.65533,1386.12207,0.342189265,75.11096191,7.457175732,2000.549194,100.8826141,0.21560075,-9999,-9999,-9999,-9999,0.432020298,-9999,2,-9999,-9999,-9999,1399.354004,-9999,-9999,69.39440155,-9999,32.59307098,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.892169136,-9999,-9999,-9999
44,"SAPU15",15,20120808,2012,570,-9999,NA,9.7574853895,18.768684605,1732.9631235,1885.802063,0.342684626,75.11117172,7.4602258205,2000.669067,100.87968825,0.218349306,-9999,-9999,-9999,-9999,0.433017832,-9999,2,-9999,-9999,-9999,1899.500061,-9999,-9999,69.29532242,-9999,31.76887703,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9188219735,-9999,-9999,-9999
45,"PEFR5",2,20120808,2012,571,-9999,NA,11.05216885,1.137121142,35.42742803,48.64936066,0.351670541,78.86537933,7.591044426,2000.757446,100.9165497,0.147420362,-9999,-9999,-9999,-9999,0.496123229,-9999,6,-9999,-9999,-9999,50.40725327,-9999,-9999,69.05374146,-9999,9.091710091,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.728219807,-9999,-9999,-9999
45,"PEFR5",4,20120808,2012,571,-9999,NA,11.08014774,3.13043449,58.78821317,95.82794952,0.353022455,78.82493591,7.603784561,2000.386353,100.9165192,0.143447661,-9999,-9999,-9999,-9999,0.498318251,-9999,6,-9999,-9999,-9999,100.6256332,-9999,-9999,69.27245331,-9999,9.170039177,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.613476689,-9999,-9999,-9999
45,"PEFR5",7,20120808,2012,571,-9999,NA,11.04892731,7.063793506,106.8636407,189.0879211,0.351566382,78.84872437,7.600393295,2000.497314,100.9167023,0.145551448,-9999,-9999,-9999,-9999,0.495492416,-9999,6,-9999,-9999,-9999,199.8874817,-9999,-9999,69.21773529,-9999,9.195064545,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.565153184,-9999,-9999,-9999
45,"PEFR5",8,20120808,2012,571,-9999,NA,11.05182934,10.72633166,158.3247082,283.3448181,0.352277414,78.78681183,7.604789734,2000.25293,100.9171371,0.145315952,-9999,-9999,-9999,-9999,0.496168786,-9999,6,-9999,-9999,-9999,299.7401428,-9999,-9999,69.15821838,-9999,9.252393723,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.558770438,-9999,-9999,-9999
45,"PEFR5",9,20120808,2012,571,-9999,NA,11.0389922433333,13.2805626466667,224.553007466667,378.9094645,0.352433899,78.7288920066667,7.599873543,2000.153768,100.9148865,0.145863229666667,-9999,-9999,-9999,-9999,0.495903001333333,-9999,6,-9999,-9999,-9999,399.239095066667,-9999,-9999,69.0540237433333,-9999,9.05512428266667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.592601162666667,-9999,-9999,-9999
45,"PEFR5",10,20120808,2012,571,-9999,NA,11.00983334,15.66093773,289.5175866,474.5617371,0.350645126,78.80201721,7.592792034,2000.29187,100.912529,0.143602587,-9999,-9999,-9999,-9999,0.49299385,-9999,6,-9999,-9999,-9999,498.553772,-9999,-9999,69.33416748,-9999,8.864260674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.610073598,-9999,-9999,-9999
45,"PEFR5",11,20120808,2012,571,-9999,NA,11.02307129,17.62244558,466.561737,672.8355713,0.351153042,78.79564667,7.597162724,2000.324585,100.9141922,0.145869984,-9999,-9999,-9999,-9999,0.49396411,-9999,6,-9999,-9999,-9999,699.9869385,-9999,-9999,69.12577057,-9999,8.83613205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.693426086,-9999,-9999,-9999
45,"PEFR5",12,20120808,2012,571,-9999,NA,11.01522732,18.47342155,753.2206727,971.9112549,0.350762168,78.81523895,7.589494228,2000.454346,100.9107666,0.145599664,-9999,-9999,-9999,-9999,0.493500321,-9999,6,-9999,-9999,-9999,1000.644775,-9999,-9999,69.16711426,-9999,8.727139473,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.774989145,-9999,-9999,-9999
45,"PEFR5",13,20120808,2012,571,-9999,NA,10.9934063,20.08920615,1127.338322,1367.757324,0.350864978,78.73082733,7.585384369,2000.410156,100.9107895,0.14547757,-9999,-9999,-9999,-9999,0.49271922,-9999,6,-9999,-9999,-9999,1399.320313,-9999,-9999,69.102211,-9999,8.671380997,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.824223933,-9999,-9999,-9999
45,"PEFR5",15,20120808,2012,571,-9999,NA,10.983434675,21.0787647,1613.1058905,1865.821289,0.3510749765,78.67082977,7.5863444805,2000.258118,100.9115944,0.147330976,-9999,-9999,-9999,-9999,0.4924135835,-9999,6,-9999,-9999,-9999,1899.401184,-9999,-9999,68.933135985,-9999,8.694335461,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.86426246,-9999,-9999,-9999
46,"PEFR5",2,20120808,2012,573,-9999,NA,8.700881004,1.407301261,41.38685231,48.02733231,0.225365476,82.1975174,7.654904842,1999.624268,100.9037781,0.389876716,-9999,-9999,-9999,-9999,0.264707096,-9999,6,-9999,-9999,-9999,50.2055397,-9999,-9999,69.45916748,-9999,28.98107147,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.861735398,-9999,-9999,-9999
46,"PEFR5",4,20120808,2012,573,-9999,NA,8.658094406,3.830289867,76.5541156,94.47007751,0.224733043,82.14492035,7.637741089,1999.510498,100.9048157,0.389992602,-9999,-9999,-9999,-9999,0.263027475,-9999,6,-9999,-9999,-9999,100.3486786,-9999,-9999,69.46902466,-9999,28.67572784,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.810353052,-9999,-9999,-9999
46,"PEFR5",7,20120808,2012,573,-9999,NA,8.669120789,8.381004248,148.3162441,187.3382111,0.224523353,82.21893311,7.630898952,2000.241089,100.9060669,0.391142886,-9999,-9999,-9999,-9999,0.263503732,-9999,6,-9999,-9999,-9999,200.1759796,-9999,-9999,69.48039246,-9999,28.69692802,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.791703109,-9999,-9999,-9999
46,"PEFR5",8,20120808,2012,573,-9999,NA,8.648042679,12.3388352,222.9039133,280.1382141,0.222783604,82.30887604,7.630353928,2000.572998,100.9059143,0.392883283,-9999,-9999,-9999,-9999,0.260956596,-9999,6,-9999,-9999,-9999,299.0420532,-9999,-9999,69.70545197,-9999,28.8945961,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.795692634,-9999,-9999,-9999
46,"PEFR5",9,20120808,2012,573,-9999,NA,8.5384441376,15.080696318,312.4282243,376.5314148,0.2179821354,82.349290464,7.6366799352,1999.4945556,100.90784454,0.4465085946,-9999,-9999,-9999,-9999,0.251746371,-9999,6,-9999,-9999,-9999,399.71398924,-9999,-9999,68.75200653,-9999,28.878262712,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.8297596108,-9999,-9999,-9999
46,"PEFR5",10,20120808,2012,573,-9999,NA,8.74509716,17.30794824,392.4800041,473.0762939,0.230515811,81.8155365,7.679744244,1998.927734,100.901741,0.393341604,-9999,-9999,-9999,-9999,0.270680696,-9999,6,-9999,-9999,-9999,499.725647,-9999,-9999,68.71084595,-9999,26.97746277,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.829633632,-9999,-9999,-9999
46,"PEFR5",11,20120808,2012,573,-9999,NA,8.740784645,18.92198814,578.6503694,670.02771,0.233636884,81.51119995,7.676435471,1999.880859,100.91008,0.380537548,-9999,-9999,-9999,-9999,0.273754185,-9999,6,-9999,-9999,-9999,699.3601074,-9999,-9999,68.69294739,-9999,28.37048531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.86362155,-9999,-9999,-9999
46,"PEFR5",12,20120808,2012,573,-9999,NA,8.70492363,20.06688566,869.7357905,968.0265503,0.23410511,81.37477875,7.658524513,2001.108643,100.9111023,0.379269658,-9999,-9999,-9999,-9999,0.273471903,-9999,6,-9999,-9999,-9999,999.4827271,-9999,-9999,68.53305054,-9999,27.79273033,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.898462744,-9999,-9999,-9999
46,"PEFR5",13,20120808,2012,573,-9999,NA,8.685004234,20.72997389,1259.051064,1365.784668,0.233743855,81.35703278,7.649277687,2001.375732,100.9107666,0.364095532,-9999,-9999,-9999,-9999,0.27266894,-9999,6,-9999,-9999,-9999,1398.712769,-9999,-9999,69.05452728,-9999,26.56902313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.921851807,-9999,-9999,-9999
46,"PEFR5",15,20120808,2012,573,-9999,NA,8.675418377,21.50744325,1752.99794,1864.389099,0.2315401685,81.54127121,7.6449553965,2000.5679325,100.91245655,0.368752387,-9999,-9999,-9999,-9999,0.270248287,-9999,6,-9999,-9999,-9999,1899.1470335,-9999,-9999,69.15102768,-9999,26.99203777,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9400947655,-9999,-9999,-9999
47,"SAPU15",2,20120809,2012,589,-9999,NA,12.22638988,0.430504839,47.14933345,50.41198349,0.463953064,70.10232544,9.962110519,2001.654663,100.6864395,0.249902907,-9999,-9999,-9999,-9999,0.5669437,-9999,2,-9999,-9999,-9999,50.61226654,-9999,-9999,65.7179184,-9999,5.755578995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.935280268,-9999,-9999,-9999
47,"SAPU15",4,20120809,2012,589,-9999,NA,12.24062252,3.206192731,77.2831847,98.56076813,0.464823483,70.07875824,9.965466499,2001.405396,100.6865311,0.256436498,-9999,-9999,-9999,-9999,0.568378315,-9999,2,-9999,-9999,-9999,99.90026093,-9999,-9999,65.57307434,-9999,5.603108406,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.78411711,-9999,-9999,-9999
